User ID,Question_1,Question_2,Question_3,Question_4,Question_5,Question_6,Question_7,Question_8
user_0,4,5,4,4,5,3,3,4
user_1,1,5,2,1,5,1,1,5
user_2,1,5,1,4,5,2,1,4
user_3,1,5,1,5,5,1,1,1
user_5,2,4,2,4,3,2,2,3
user_6,1,5,1,4,4,1,1,3
user_4,1,5,1,5,4,1,1,2
user_7,2,5,3,2,4,4,2,3
user_8,1,5,1,5,5,1,1,4
user_9,1,5,3,5,5,1,1,3
user_10,1,5,2,5,5,1,1,4
user_11,1,4,1,5,4,2,4,2
user_12,1,5,2,5,4,1,1,4
user_13,1,5,1,5,5,1,1,4
user_14,1,5,1,4,4,1,1,4
